1,courtney_boyd201705,00Iypjs64pYN8YSK6eqSC5OK3FR2,20170518,1,1011101,1010000,SATURN,,,,
1,courtney_boyd201705,00Iypjs64pYN8YSK6eqSC5OK3FR2,20170519,2,0,1010000,TITAN,,,,
1,courtney_boyd201705,00Iypjs64pYN8YSK6eqSC5OK3FR2,20170522,3,1,1000000,URANUS,,,,
1,courtney_boyd201705,00Iypjs64pYN8YSK6eqSC5OK3FR2,20170522,4,1,100000,CALLISTO,,,,
1,courtney_boyd201705,00Iypjs64pYN8YSK6eqSC5OK3FR2,20170522,5,1,10000,GANYMEDE,,,,
1,courtney_boyd201705,00Iypjs64pYN8YSK6eqSC5OK3FR2,20170522,6,1,0,GANYMEDE,,,,
2,michael_bedford201702,01bor28Ne7P8fDdM1k5KcBwPc563,20170516,1,10010010,10010001,EARTH,,,,
3,rebecca_crossley201705,034zo2kp9XO5Ri1mdGDvkKjPyfu2,20170531,1,10001101,0,MARS,,,,
3,rebecca_crossley201705,034zo2kp9XO5Ri1mdGDvkKjPyfu2,20170531,2,10001101,10010010,MARS,,,,
4,CL201701,09BeHiSCDYN4AdfTfC2nPJAXwBi1,20170403,1,1010010,100000,CALLISTO,,,,
5,teachera2017,0BV6bDeDbBetY11gg4bql2Yd4132,20170721,1,100110,100000000,CHARON,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170322,1,1011010,10100111,MERCURY,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170322,1,1011010,10100111,MARS,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170322,1,1011010,10100111,VENUS,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170322,1,1011010,10100111,MOON,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170322,1,1011010,10100111,PHOBOS,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170322,1,1011010,10100111,DEIMOS,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,IO,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,EUROPA,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,TITAN,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,SATURN,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,TRITON,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,CALLISTO,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,NEPTUNE,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,JUPITER,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,PLUTO,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,CHARON,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,URANUS,,,,
6,ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,20170329,2,1010101,101111,GANYMEDE,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,1,110101,10011111,JUPITER,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,1,110101,10011111,URANUS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,1,110101,10011111,VENUS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,1,110101,10011111,NEPTUNE,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,1,110101,10011111,MERCURY,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,1,110101,10011111,MOON,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,EARTH,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,CALLISTO,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,IO,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,TRITON,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,SUN,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,PHOBOS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,EUROPA,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,TITAN,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,PLUTO,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,DEIMOS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,GANYMEDE,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170404,2,110101,111111111,CHARON,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,MARS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,MERCURY,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,PHOBOS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,VENUS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,DEIMOS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,JUPITER,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,IO,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,EUROPA,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,GANYMEDE,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,URANUS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,CHARON,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,PLUTO,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,TITAN,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,SATURN,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,TRITON,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,CALLISTO,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,3,111111,111111111,NEPTUNE,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,MARS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,MERCURY,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,PHOBOS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,VENUS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,DEIMOS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,GANYMEDE,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,URANUS,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,CHARON,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,EUROPA,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,TITAN,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,PLUTO,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,IO,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,SATURN,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,TRITON,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,JUPITER,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,CALLISTO,,,,
7,JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,20170405,4,1011111,111111111,NEPTUNE,,,,
8,jennifer_squires201706,0JulzmqJ2MYf35AnqnF4JcvsMfg2,20170524,1,110110,1110100,IO,,,,
8,jennifer_squires201706,0JulzmqJ2MYf35AnqnF4JcvsMfg2,20170531,2,100110,1111000,EUROPA,,,,
8,jennifer_squires201706,0JulzmqJ2MYf35AnqnF4JcvsMfg2,20170531,3,101010,101100010,PHOBOS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170329,1,1010110,110101001,CHARON,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170329,2,1010101,10000001,PLUTO,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170404,3,10001010,11101010,VENUS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170405,4,1001010,101101010,MERCURY,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170405,5,1011110,10000,MARS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170405,6,1010101,10001,MARS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170405,7,110101,111111111,NEPTUNE,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,MERCURY,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,VENUS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,MARS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,PHOBOS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,DEIMOS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,IO,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,EUROPA,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,GANYMEDE,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,TITAN,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,URANUS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,TRITON,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,PLUTO,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,CHARON,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170406,8,10011101,111111111,NEPTUNE,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170407,9,111101,111111111,IO,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,10,111101,111111111,GANYMEDE,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,11,111101,111111111,CALLISTO,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,12,111101,100010110,DEIMOS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,13,111101,101010110,VENUS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,14,111101,100010110,IO,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,15,110101,101010110,DEIMOS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,16,110101,101010100,TRITON,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,17,110101,111111110,TITAN,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,18,110101,111111111,URANUS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,19,110101,101011000,CHARON,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,20,110101,101111000,MARS,,,,
9,EM201705,0KJhskQ22aVCvClIxmSIZqDGus53,20170409,21,110101,101111000,NEPTUNE,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170419,1,10000101,0,TRITON,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170419,2,10000101,0,MERCURY,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170419,3,10000101,0,VENUS,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170419,4,10010101,10100000,TITAN,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170419,4,10010101,10100000,TRITON,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170419,5,10010010,10100000,SATURN,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170419,5,10010010,10100000,MERCURY,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170419,6,10010011,100100100,VENUS,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170419,7,1,111111111,EUROPA,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170426,8,111101,111111110,TRITON,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170426,9,111101,111111101,TITAN,,,,
10,Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,20170426,10,111001,111111111,DEIMOS,,,,
11,christine2017,0MuukQFsivM1jKI8fid59CcFnyd2,20170608,1,1001010,10000000,PLUTO,,,,
11,christine2017,0MuukQFsivM1jKI8fid59CcFnyd2,20170608,2,1001010,10000000,NEPTUNE,,,,
12,LJ201704,0OgQ0EO9u5TZiV8OglA2ThS5YFv2,20170320,1,111111,111111111,PLUTO,,,,
12,LJ201704,0OgQ0EO9u5TZiV8OglA2ThS5YFv2,20170320,2,1010001,11000,SATURN,,,,
12,LJ201704,0OgQ0EO9u5TZiV8OglA2ThS5YFv2,20170320,3,111111,111111111,CHARON,,,,
